job_id,company_id,job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg
217134,30912,Senior Data Engineer,Senior Data Architect,"San José Province, San José, Costa Rica",via Ai-Jobs.net,Full-time,FALSE,Costa Rica,3/2/2023,FALSE,FALSE,Costa Rica,year,165000,
217817,26460,Data Engineer,Quality Engineering Manager (Data),"Waltham, MA",via ZipRecruiter,Full-time,FALSE,"Florida, United States",1/9/2023,FALSE,FALSE,United States,year,150000,
218332,68205,Data Engineer,"Data Engineer, EHS&S Systems & Tools","Fremont, CA",via Ladders,Full-time,FALSE,"California, United States",1/31/2023,FALSE,TRUE,United States,year,115000,
224626,220,Data Analyst,GBDS Data Analyst,"Stafford, VA",via Ladders,Full-time,FALSE,"New York, United States",8/9/2023,FALSE,TRUE,United States,year,115000,
226011,367,Data Scientist,Distinguished Data Scientist,Anywhere,via ZipRecruiter,Full-time,TRUE,"California, United States",8/6/2023,FALSE,TRUE,United States,year,300000,
227353,21,Data Engineer,"Data Engineer, Product Analytics","Sunnyvale, CA",via LinkedIn,Full-time,FALSE,"Illinois, United States",11/12/2023,FALSE,FALSE,United States,year,164000,
228015,9176,Data Engineer,Data Engineer - Information Security,"Scottsdale, AZ",via Ladders,Full-time,FALSE,"New York, United States",2/17/2023,FALSE,TRUE,United States,year,90000,
228044,605,Data Analyst,"Data Analyst (Baltimore, MD)","Baltimore, MD",via Built In,Full-time,FALSE,"New York, United States",1/13/2023,FALSE,FALSE,United States,year,70600,
228174,214864,Data Analyst,Data Analyst,"Bradenton, FL",via BeBee,Full-time,FALSE,"Florida, United States",12/13/2023,TRUE,FALSE,United States,year,65000,
228641,4482,Data Scientist,"Pre-Sales Data Scientist, Multi Industry",Anywhere,via LinkedIn,Full-time,TRUE,"Illinois, United States",11/9/2023,FALSE,FALSE,United States,year,243500,
230458,12572,Data Engineer,Director of Engineering - Data Platform,Anywhere,via Hitmarker,Full-time,TRUE,"California, United States",1/30/2023,TRUE,TRUE,United States,year,251000,
231310,214952,Data Scientist,Data Scientist,"San Francisco, CA",via The IEEE Computer Society,Full-time,FALSE,"California, United States",12/6/2023,FALSE,FALSE,United States,year,215323,
231641,214961,Senior Data Scientist,Senior Data Scientist -  MLOps,"Home, PA",via Ladders,Full-time,FALSE,"Illinois, United States",7/4/2023,FALSE,FALSE,United States,year,131650,
233881,1769,Data Analyst,"Data Analyst - Health, Senior","Costa Mesa, CA",via WANE Jobs,Full-time,FALSE,"California, United States",8/5/2023,FALSE,FALSE,United States,year,106700,
234829,15605,Data Scientist,Lead Machine Learning Data Scientist,"Durham, NC",via BeBee,Full-time,FALSE,"Florida, United States",12/13/2023,FALSE,TRUE,United States,year,150000,
235709,7328,Data Engineer,Data Engineer II,"Seattle, WA",via JobServe,Full-time,FALSE,Sudan,8/5/2023,FALSE,TRUE,Sudan,year,112000,
235966,1744,Data Scientist,Program Management Data Scientist - Lead,"Roy, UT",via Ladders,Full-time,FALSE,"California, United States",1/27/2023,FALSE,TRUE,United States,year,125000,
236044,66,Data Analyst,"Big Data Analyst - AVP - Tampa, FL","Tampa, FL",via CW39 Jobs,Full-time,FALSE,"Florida, United States",1/27/2023,FALSE,FALSE,United States,year,112690,
236836,77097,Senior Data Scientist,Senior Data Scientist,Anywhere,via LinkedIn,Full-time,TRUE,Sudan,7/27/2023,FALSE,TRUE,Sudan,year,150000,
237959,27,Data Engineer,Data Engineer (SQL Server),"Chicago, IL",via LinkedIn,Full-time,FALSE,"New York, United States",1/28/2023,TRUE,FALSE,United States,year,80000,
240670,157691,Data Engineer,Data Engineer,"Mansfield, MA",via Ladders,Full-time,FALSE,Georgia,8/29/2023,FALSE,FALSE,United States,year,90000,
241000,14861,Data Analyst,Data Analyst  / Recovery,"Rabat, Morocco",via Ai-Jobs.net,Full-time,FALSE,Morocco,9/2/2023,FALSE,FALSE,Morocco,year,57500,
241800,395,Data Engineer,Sr. Data Engineer (Remote),Anywhere,via Built In,Full-time,TRUE,"Illinois, United States",1/6/2023,FALSE,TRUE,United States,year,172476,
243602,605,Data Engineer,Data Engineer Senior Consultant (Clearance Required),"Fort Worth, TX",via Ladders,Full-time,FALSE,"Florida, United States",6/16/2023,FALSE,FALSE,United States,year,115000,
244780,42949,Senior Data Scientist,Senior Data Scientist PD23R103 - Bureau of Health Workforce,"Bristol, TN",via Professional Diversity Network,Full-time and Part-time,FALSE,"Illinois, United States",11/17/2023,FALSE,FALSE,United States,year,135144,
246158,1035,Data Engineer,GCP Cloud Data Engineer,"Dearborn, MI",via Ladders,Full-time,FALSE,"Texas, United States",4/5/2023,FALSE,TRUE,United States,year,125000,
247617,215509,Data Analyst,Data Analyst,"Reston, VA",via Ai-Jobs.net,Full-time,FALSE,"New York, United States",6/16/2023,FALSE,FALSE,United States,year,111175,
248045,156,Data Scientist,"Data Scientist, Health Informatics","San Diego, CA",via Ladders,Full-time,FALSE,"California, United States",12/16/2023,FALSE,TRUE,United States,year,108416,
248708,19031,Data Engineer,Data Engineer,"Washington, DC",via ZipRecruiter,Full-time,FALSE,"California, United States",6/16/2023,TRUE,TRUE,United States,year,140000,
249111,453,Senior Data Analyst,Senior Data Analyst,"Tampa, FL",via LinkedIn,Full-time,FALSE,"Florida, United States",8/3/2023,FALSE,TRUE,United States,year,92500,
251656,42949,Senior Data Scientist,Senior Data Scientist PD23R103 - Bureau of Health Workforce,"Springfield, MO",via Professional Diversity Network,Full-time and Part-time,FALSE,"Illinois, United States",11/17/2023,FALSE,FALSE,United States,year,135144,
258020,201912,Machine Learning Engineer,"Senior, Computer Vision Researcher/Engineer, SLAM/VIO","Zürich, Switzerland",via Ai-Jobs.net,Full-time,FALSE,Switzerland,4/5/2023,FALSE,FALSE,Switzerland,year,89100,
258323,215852,Data Analyst,Data Analyst,"Elk Grove Village, IL",via BeBee,Full-time,FALSE,"Illinois, United States",12/13/2023,FALSE,FALSE,United States,year,65000,
259518,1430,Data Scientist,Data Consultant,"Cité Mahrajène, Tunisia",via Infosec-Jobs.com,Full-time,FALSE,Tunisia,12/13/2023,FALSE,FALSE,Tunisia,year,36000,
259986,21,Data Scientist,"Data Science Manager, Analytics",Anywhere,via LinkedIn,Full-time,TRUE,"Texas, United States",9/16/2023,FALSE,FALSE,United States,year,198500,
260372,31482,Data Scientist,"Data Scientist II, TS/SCI clearance","Pasadena, CA",via IT JobServe,Full-time,FALSE,"California, United States",8/8/2023,FALSE,TRUE,United States,year,120307,
261125,62567,Data Scientist,Analytics Engineer,Anywhere,via Get.It,Full-time,TRUE,"New York, United States",9/25/2023,FALSE,TRUE,United States,year,135125,
261287,453,Data Engineer,Data Engineer (AWS/SQL),"Lehi, UT",via LinkedIn,Full-time,FALSE,"New York, United States",12/24/2023,TRUE,TRUE,United States,year,97500,
261525,19247,Business Analyst,Business Intelligence Engineer - Technology Finance,"Pozna?, Poland",via Ai-Jobs.net,Full-time,FALSE,Poland,3/11/2023,TRUE,FALSE,Poland,year,89100,
265544,33386,Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn,Full-time,TRUE,"Texas, United States",12/7/2023,FALSE,TRUE,United States,year,151500,
268339,1824,Data Analyst,Data Analyst for banking with German language,Czechia,via Ai-Jobs.net,Full-time,FALSE,Czechia,7/25/2023,FALSE,FALSE,Czechia,year,57500,
268474,27,Machine Learning Engineer,Senior Machine Learning Engineer | Data Science | NLP Modeling,"Pittsburgh, PA",via LinkedIn,Full-time,FALSE,"New York, United States",12/7/2023,FALSE,TRUE,United States,year,120000,
268829,21,Data Scientist,Net Zero Data Specialist,"San Francisco, CA",via LinkedIn,Full-time,FALSE,"California, United States",12/15/2023,FALSE,FALSE,United States,year,138500,
269083,27,Data Engineer,Data Engineer,"Louisville, KY",via LinkedIn,Full-time,FALSE,"Florida, United States",3/13/2023,TRUE,TRUE,United States,year,80000,
269335,2686,Data Analyst,Data Analyst I - Healthcare Analytics,Anywhere,via Get.It,Full-time,TRUE,"Florida, United States",5/30/2023,FALSE,TRUE,United States,year,50000,
270337,49293,Data Scientist,Data Science Group Leader / Institute for Data Science in Oncology...,"Houston, TX",via Ladders,Full-time,FALSE,Sudan,9/4/2023,FALSE,TRUE,Sudan,year,150000,
270455,141234,Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,TRUE,"New York, United States",7/17/2023,FALSE,FALSE,United States,year,300000,
273656,1430,Data Engineer,"Cloud Data Engineer, Hybrid Porto","Porto, Portugal",via Ai-Jobs.net,Full-time,FALSE,Portugal,7/8/2023,FALSE,FALSE,Portugal,year,89100,
273701,43,Data Engineer,Data Engineer 3,"San Jose, CA",via Ladders,Full-time,FALSE,"Illinois, United States",6/1/2023,FALSE,TRUE,United States,year,150000,
273770,216365,Software Engineer,Staff Software Engineer- Data Production,"Chicago, IL",via Ai-Jobs.net,Full-time,FALSE,"New York, United States",5/31/2023,FALSE,FALSE,United States,year,99150,
273868,3603,Senior Data Scientist,"Data Scientist, Senior","Oakland, CA",via Ladders,Full-time,FALSE,"California, United States",7/11/2023,FALSE,FALSE,United States,year,150000,
274183,21,Data Scientist,"Data Scientist, Product Analytics - Machine Learning","Menlo Park, CA",via LinkedIn,Full-time,FALSE,"California, United States",7/26/2023,FALSE,FALSE,United States,year,198500,
274308,49,Data Scientist,Data Scientist,"Pensacola, FL",via Ladders,Full-time,FALSE,"Florida, United States",5/16/2023,FALSE,TRUE,United States,year,115000,
275672,7314,Data Analyst,Data Analyst,"Naples, FL",via Ladders,Full-time,FALSE,"Florida, United States",3/26/2023,TRUE,TRUE,United States,year,90000,
275770,216426,Senior Data Scientist,Senior Data Scientist - Python (Remote),"Clearwater, FL",via Ladders,Full-time,FALSE,"Florida, United States",6/2/2023,FALSE,TRUE,United States,year,150000,
277632,6845,Data Scientist,Data Scientist - Payments,Singapore,via Ai-Jobs.net,Full-time,FALSE,Singapore,2/3/2023,FALSE,FALSE,Singapore,year,157500,
280119,12472,Data Analyst,"Data Analyst, Leveraged Loans","New York, NY",via Ladders,Full-time,FALSE,"New York, United States",2/6/2023,FALSE,TRUE,United States,year,115000,
280539,201323,Data Scientist,Data Science Team Lead,Greece,via Ai-Jobs.net,Full-time,FALSE,Greece,10/23/2023,FALSE,FALSE,Greece,year,89100,
281213,66,Senior Data Analyst,"ICM CCR Senior Data Analyst, AVP","Pelham Manor, NY",via My ArkLaMiss Jobs,Full-time,FALSE,"New York, United States",1/9/2023,FALSE,FALSE,United States,year,146500,
282239,2082,Senior Data Scientist,Senior Data Scientist,"Reston, VA",via Ladders,Full-time,FALSE,"New York, United States",8/31/2023,FALSE,TRUE,United States,year,150000,
282303,18707,Business Analyst,Profit Improvement Analyst,"Irvine, CA",via LinkedIn,Full-time,FALSE,"California, United States",4/15/2023,FALSE,TRUE,United States,year,81000,
282781,453,Data Analyst,SQL Data Analyst,"Tampa, FL",via LinkedIn,Full-time,FALSE,"Florida, United States",8/16/2023,FALSE,TRUE,United States,year,90000,
282930,29348,Data Analyst,Data Analyst III,"Waltham, MA",via Ladders,Full-time,FALSE,"New York, United States",5/3/2023,FALSE,TRUE,United States,year,90000,
283716,4175,Senior Data Analyst,"Sr. Data Solution Analyst, Uber Advertising","Chicago, IL",via Ladders,Full-time,FALSE,"Illinois, United States",7/3/2023,FALSE,TRUE,United States,year,127000,
284682,21,Data Scientist,"Data Scientist, Product Analytics - Monetization","San Francisco, CA",via LinkedIn,Full-time,FALSE,"California, United States",7/7/2023,FALSE,FALSE,United States,year,198500,
284727,453,Data Engineer,Data Engineer,New York,via Dice,Full-time,FALSE,"Illinois, United States",7/6/2023,FALSE,FALSE,United States,year,87500,
287356,8381,Software Engineer,BI Developer,"Jakarta, Indonesia",via Ai-Jobs.net,Full-time,FALSE,Indonesia,12/19/2023,FALSE,FALSE,Indonesia,year,123000,
287639,38359,Data Engineer,Reporting Engineer Team Lead (Big Data),"Athens, Greece",via Ai-Jobs.net,Full-time,FALSE,Greece,3/7/2023,FALSE,FALSE,Greece,year,89100,
290323,15484,Data Scientist,"Manager, Data Scientists","Alpharetta, GA",via Indeed,Full-time,FALSE,"Florida, United States",5/6/2023,FALSE,TRUE,United States,year,160136,
290986,3603,Data Analyst,Expert Data Analyst,"Oakland, CA",via Ladders,Full-time,FALSE,"California, United States",7/11/2023,FALSE,FALSE,United States,year,150000,
291355,90179,Data Engineer,Data Engineer,"Washington, DC",via Ladders,Full-time,FALSE,"New York, United States",7/17/2023,FALSE,FALSE,United States,year,100000,
291505,216915,Data Scientist,"Data Scientist, ML Evaluation and Autonomy","San Diego, CA",via Ladders,Full-time,FALSE,"California, United States",1/21/2023,FALSE,FALSE,United States,year,150000,
291779,57605,Data Analyst,Data and Analytics Architect,"Edmonton, AB, Canada",via Ladders,Full-time,FALSE,Canada,6/19/2023,FALSE,FALSE,Canada,year,90000,
293306,244,Data Engineer,Big Data Engineer,"Chicago, IL",via Ai-Jobs.net,Full-time,FALSE,"Florida, United States",4/14/2023,FALSE,FALSE,United States,year,45000,
293988,4720,Data Engineer,Data Engineer,"Carmichael, CA",via Ladders,Full-time,FALSE,"Illinois, United States",10/29/2023,FALSE,TRUE,United States,year,112200,
294746,42949,Senior Data Scientist,Senior Data Scientist PD23R103 - Bureau of Health Workforce,"Wilmington, NC",via Professional Diversity Network,Full-time and Part-time,FALSE,"New York, United States",11/17/2023,FALSE,FALSE,United States,year,135144,
295497,27,Data Engineer,Data Engineer,"West Palm Beach, FL",via LinkedIn,Full-time,FALSE,"Texas, United States",4/18/2023,FALSE,TRUE,United States,year,120000,
296677,15456,Data Analyst,Sport data operator,"Tallinn, Estonia",via Ai-Jobs.net,Full-time,FALSE,Estonia,6/7/2023,FALSE,FALSE,Estonia,year,56700,
296914,8323,Data Analyst,Data Analytics Consultant,"Madrid, Spain",via Ai-Jobs.net,Full-time,FALSE,Spain,9/4/2023,FALSE,FALSE,Spain,year,89100,
297711,27,Data Engineer,Sr. Data Engineer,Anywhere,via LinkedIn,Full-time,TRUE,"California, United States",6/29/2023,FALSE,TRUE,United States,year,150000,
298697,58698,Senior Data Engineer,Senior Data Engineer,"Mississauga, ON, Canada",via Ladders,Full-time,FALSE,Canada,4/13/2023,FALSE,FALSE,Canada,year,125000,
299447,1895,Data Engineer,Data Engineer,Georgia,via LinkedIn,Full-time,FALSE,Georgia,8/15/2023,FALSE,FALSE,United States,year,100000,
300068,191,Senior Data Scientist,Senior Data Scientist (Machine Learning) (Remote),Anywhere,via Built In,Full-time,TRUE,"Texas, United States",4/11/2023,FALSE,TRUE,United States,year,198875,
300572,2339,Data Scientist,Data Scientist,"Bentonville, VA",via Ladders,Full-time,FALSE,"New York, United States",10/31/2023,FALSE,FALSE,United States,year,90000,
302315,45365,Data Scientist,Data Scientist,"Carrollton, TX",via Ladders,Full-time,FALSE,"Texas, United States",4/7/2023,FALSE,TRUE,United States,year,90000,
302511,21219,Senior Data Engineer,Senior Data Engineer,"Lisbon, Portugal",via Ai-Jobs.net,Full-time,FALSE,Portugal,7/7/2023,TRUE,FALSE,Portugal,year,147500,
302765,157729,Data Analyst,"Data Management System General Support Coordinator, Consultancy","Texcoco, State of Mexico, Mexico",via Ai-Jobs.net,Contractor,FALSE,Mexico,6/9/2023,FALSE,FALSE,Mexico,year,80850,
303996,327,Data Analyst,Marketing Technology Data Analyst,"New York, NY",via Ai-Jobs.net,Full-time,FALSE,"New York, United States",2/11/2023,FALSE,FALSE,United States,year,90000,
304553,10331,Data Analyst,"Sr. Data Analyst, Finance & Accounting","Montgomery, AL",via IT JobServe,Full-time,FALSE,Georgia,6/3/2023,FALSE,TRUE,United States,year,81641,
309216,605,Data Scientist,Data Scientist,"Orlando, FL",via Ladders,Full-time,FALSE,"Florida, United States",1/11/2023,FALSE,TRUE,United States,year,90000,
310226,16327,Data Scientist,Principal Data Scientist - BCG X & BCG Fed,"New York, NY",via CBS17 Jobs,Full-time,FALSE,"New York, United States",11/19/2023,FALSE,TRUE,United States,year,253000,
310471,21626,Data Scientist,Data Scientist,"Chantilly, VA",via Indeed,Full-time,FALSE,Georgia,6/21/2023,FALSE,FALSE,United States,year,155000,
311026,16278,Data Engineer,"Data Engineer - Bionics, Vice President","Boston, MA",via Ladders,Full-time,FALSE,"Texas, United States",6/9/2023,FALSE,FALSE,United States,year,150000,
311913,4167,Senior Data Scientist,Senior Data Scientist,"Alpharetta, GA",via Ladders,Full-time,FALSE,"Florida, United States",7/5/2023,FALSE,FALSE,United States,year,107744,
312767,217608,Data Engineer,Data Engineering Team Lead,"London, UK",via Agile Recruit,Full-time,FALSE,United Kingdom,2/1/2023,TRUE,FALSE,United Kingdom,year,90000,
313205,52265,Data Engineer,Lead Data Engineer (P3958),"Chicago, IL",via Ladders,Full-time,FALSE,"New York, United States",6/26/2023,FALSE,FALSE,United States,year,125000,
313974,40866,Data Scientist,LEAD DATA SCIENTIST,Anywhere,via Diversity Jobs,Full-time,TRUE,Sudan,6/7/2023,FALSE,TRUE,Sudan,year,100000,
314566,217677,Data Scientist,Data Scientist,Anywhere,via Indeed,Full-time,TRUE,Georgia,2/22/2023,FALSE,TRUE,United States,year,150000,
314864,483,Data Analyst,Senior / Executive Business Analyst (Data Analyst),"Bayan Lepas, Penang, Malaysia",via Ai-Jobs.net,Full-time,FALSE,Malaysia,3/23/2023,FALSE,FALSE,Malaysia,year,111175,
317666,367,Senior Data Scientist,Senior Data Scientist,"Dallas, TX",via Ladders,Full-time,FALSE,Sudan,3/3/2023,FALSE,TRUE,Sudan,year,150000,
318830,2686,Data Analyst,Business Data Analyst II,Anywhere,via Get.It,Full-time,TRUE,Georgia,6/26/2023,FALSE,TRUE,United States,year,82000,
320167,27,Data Engineer,Data Engineer,"Washington, DC",via LinkedIn,Full-time,FALSE,"California, United States",4/24/2023,FALSE,FALSE,United States,year,160000,
321953,217918,Senior Data Scientist,Senior Data Scientist,"Austin, TX",via Ladders,Full-time,FALSE,Sudan,6/28/2023,FALSE,TRUE,Sudan,year,125000,
322130,217929,Data Engineer,AWS Data Engineer,"Edison, NJ",via Ladders,Full-time,FALSE,Georgia,5/10/2023,FALSE,FALSE,United States,year,115000,
327512,94128,Data Analyst,Data Analyst,"Atlanta, GA",via Ladders,Full-time,FALSE,Georgia,7/27/2023,FALSE,FALSE,United States,year,90000,
330338,24846,Senior Data Analyst,"Product Lifecycle Data Analyst ( Experienced, Senior)","Seal Beach, CA",via JobServe,Full-time,FALSE,"California, United States",2/17/2023,FALSE,TRUE,United States,year,100000,
331302,218179,Data Scientist,Data Scientist,"Perrysburg, OH",via BeBee,Full-time,FALSE,"New York, United States",12/13/2023,FALSE,FALSE,United States,year,100000,
332590,8057,Data Scientist,Data Scientist - Hybrid Remote,"Denver, CO",via JobServe,Full-time,FALSE,"Texas, United States",8/8/2023,FALSE,TRUE,United States,year,72870,
332748,3967,Data Scientist,"Associate Director, DS and AI Solutions",India,via Ai-Jobs.net,Full-time,FALSE,India,11/24/2023,FALSE,FALSE,India,year,43200,
333417,3824,Senior Data Scientist,Senior Data Scientist,"Alameda, CA",via IT JobServe,Full-time,FALSE,"California, United States",8/8/2023,FALSE,FALSE,United States,year,156000,
335127,4353,Data Scientist,"Data Scientist - Up to $200,000 + Bonus + Benefits - Houston","Houston, TX",via LinkedIn,Full-time,FALSE,"Texas, United States",7/6/2023,FALSE,TRUE,United States,year,150000,
335778,47326,Data Scientist,Data Scientist,United States,via Ai-Jobs.net,Full-time,FALSE,Sudan,11/10/2023,FALSE,TRUE,Sudan,year,98000,
336119,25260,Data Scientist,Data Scientist,Anywhere,via Diversity Jobs,Full-time,TRUE,Georgia,3/28/2023,FALSE,TRUE,United States,year,80000,
337050,43,Senior Data Scientist,"Senior Data Scientist, Experimentation","San Jose, CA",via Ladders,Full-time,FALSE,"California, United States",3/29/2023,FALSE,TRUE,United States,year,115000,
337489,644,Data Scientist,LEAD DATA SCIENTIST,United States,via JobServe,Full-time,FALSE,"Illinois, United States",2/24/2023,FALSE,TRUE,United States,year,137295,
337742,453,Senior Data Engineer,Sr Data Engineer (Azure),"Clearwater, FL",via Dice,Full-time,FALSE,Georgia,6/7/2023,FALSE,TRUE,United States,year,135000,
338819,41888,Senior Data Analyst,Data Services Senior Analyst - C12,"Tampa, FL",via Ladders,Full-time,FALSE,"Florida, United States",1/18/2023,FALSE,FALSE,United States,year,115000,
340531,12264,Data Engineer,Lead Data Engineer,"Atlanta, GA",via Jobserve,Full-time,FALSE,Sudan,7/31/2023,FALSE,TRUE,Sudan,year,174720,
342816,19307,Data Scientist,Data Scientist,,via LinkedIn,Full-time,FALSE,"New York, United States",8/21/2023,FALSE,FALSE,United States,year,100000,
348266,29134,Data Analyst,Data Analyst I,"Boston, MA",via ZipRecruiter,Full-time,FALSE,"New York, United States",7/23/2023,FALSE,FALSE,United States,year,81776,
348581,7747,Senior Data Scientist,Senior Data Scientist - Logistics (They/She/He),"Barcelona, Spain",via Levels.fyi,Full-time,FALSE,Spain,12/5/2023,FALSE,FALSE,Spain,year,72504,
349194,8457,Data Analyst,Data Quality Analyst,"Chicago, IL",via Ladders,Full-time,FALSE,"Illinois, United States",6/9/2023,FALSE,TRUE,United States,year,125000,
350539,181624,Data Analyst,Financial Data Analyst,"Chicago, IL",via FOX 5 San Diego Jobs,Full-time,FALSE,"Illinois, United States",4/22/2023,FALSE,TRUE,United States,year,72500,
351468,797,Data Analyst,Data Analyst,"Manchester, NH",via Robert Half,Full-time,FALSE,"New York, United States",11/27/2023,TRUE,FALSE,United States,year,80000,
352252,210334,Data Analyst,Media Data Analyst/Media Coordinator,Anywhere,via Get.It,Full-time,TRUE,"New York, United States",9/10/2023,FALSE,TRUE,United States,year,87500,
352382,4422,Data Analyst,COOP - Data Analyst,"Montgomery, AL",via Indeed,Full-time,FALSE,Georgia,1/21/2023,FALSE,FALSE,United States,year,70000,
352651,181624,Business Analyst,Do you thrive working with high volume of projects? Business...,"Fontana, CA",via FOX44 News Jobs,Full-time,FALSE,"California, United States",4/9/2023,FALSE,TRUE,United States,year,85000,
353972,57417,Data Engineer,"Distinguished Data Engineer, Enterprise Data Platforms - Data Creation","San Francisco, CA",via Ladders,Full-time,FALSE,"New York, United States",6/1/2023,FALSE,TRUE,United States,year,375000,
354613,44427,Data Analyst,Senior AML/CFT & Data Analyst,Mauritius,via Ai-Jobs.net,Full-time,FALSE,Mauritius,5/12/2023,FALSE,FALSE,Mauritius,year,111175,
357676,3751,Data Engineer,Data Engineer,Chile,via Ai-Jobs.net,Full-time,FALSE,Chile,12/10/2023,TRUE,FALSE,Chile,year,146000,
357905,3908,Data Engineer,Data Pipeline Engineer,"Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,FALSE,India,5/25/2023,FALSE,FALSE,India,year,79200,
358072,219032,Senior Data Scientist,Senior Data Science/AI Engineer,"Eindhoven, Netherlands",via Ai-Jobs.net,Full-time,FALSE,Netherlands,5/31/2023,FALSE,FALSE,Netherlands,year,72900,
359058,41176,Data Scientist,Data Scientist,"Ashburn, VA",via LinkedIn,Full-time,FALSE,"New York, United States",9/11/2023,FALSE,TRUE,United States,year,152222,
361002,154,Senior Data Engineer,Senior Data Engineer,Pennsylvania,via SaluteMyJob,Full-time and Part-time,FALSE,Sudan,10/30/2023,FALSE,TRUE,Sudan,year,173500,
362865,219179,Data Engineer,Data Engineer,Anywhere,via ZipRecruiter,Full-time,TRUE,"New York, United States",11/15/2023,FALSE,TRUE,United States,year,132500,
363505,42281,Senior Data Engineer,(Senior) AI/ML Data Engineer,"Cambridge, MA",via Ladders,Full-time,FALSE,"California, United States",8/25/2023,FALSE,FALSE,United States,year,90000,
369250,19031,Data Engineer,Data Engineer,"McLean, VA",via LinkedIn,Full-time,FALSE,"Texas, United States",6/16/2023,FALSE,TRUE,United States,year,140000,
369818,154,Senior Data Engineer,Senior Data Engineer - Principal Associate,"South Bend, IN",via SaluteMyJob,Full-time and Part-time,FALSE,"New York, United States",12/11/2023,FALSE,TRUE,United States,year,173500,
370980,453,Data Scientist,Cleared Data Scientist,Virginia,via WJHL Jobs,Full-time,FALSE,"Illinois, United States",5/16/2023,FALSE,FALSE,United States,year,107500,
371663,219459,Data Scientist,Data Scientist II - Data Scientist - Analytics,Anywhere,via Indeed,Full-time,TRUE,"Texas, United States",1/3/2023,FALSE,TRUE,United States,year,132662,
371744,35128,Data Engineer,Data Engineer,"San Francisco, CA",via Ai-Jobs.net,Full-time,FALSE,"California, United States",5/30/2023,TRUE,TRUE,United States,year,214500,
372323,154,Senior Data Engineer,Sr. Data Engineer (Hybrid),"Wichita Falls, TX",via SaluteMyJob,Full-time and Part-time,FALSE,"California, United States",11/27/2023,FALSE,TRUE,United States,year,173500,
374003,52793,Data Scientist,"Principal Data Scientist - BCG X & BCG Fed (Pittsburgh, PA)",United States,via Built In,Full-time,FALSE,"Texas, United States",10/28/2023,FALSE,TRUE,United States,year,253000,
375283,59020,Data Engineer,Data Engineer I,"Dayton, OH",via Ladders,Full-time,FALSE,"Illinois, United States",5/11/2023,FALSE,FALSE,United States,year,90000,
376108,46730,Senior Data Scientist,Secret Cleared Sr. Data Scientist,"Arlington, VA",via Ladders,Full-time,FALSE,"New York, United States",1/5/2023,FALSE,TRUE,United States,year,200000,
377246,83,Data Scientist,Data Modeler,"Somerville, MA",via LinkedIn,Full-time,FALSE,"New York, United States",9/12/2023,FALSE,TRUE,United States,year,186000,
377620,841,Data Analyst,Performance Data Analyst - USDS,"Los Angeles, CA",via Ladders,Full-time,FALSE,"California, United States",11/5/2023,FALSE,FALSE,United States,year,81312,
378196,219667,Data Analyst,Health Data Analyst,"Austin, TX",via BeBee,Full-time,FALSE,"Texas, United States",12/28/2023,TRUE,TRUE,United States,year,65000,
378896,30421,Senior Data Scientist,"Senior Data Scientist, Poland","Warsaw, Poland",via Ai-Jobs.net,Full-time,FALSE,Poland,3/8/2023,FALSE,FALSE,Poland,year,157500,
380095,219725,Data Engineer,Sr. Data Engineer,"Washington, DC",via Ladders,Full-time,FALSE,Georgia,8/23/2023,FALSE,FALSE,United States,year,225000,
380129,27572,Data Engineer,Big Data Solutions Architect,"Stockholm, Sweden",via Ai-Jobs.net,Full-time,FALSE,Sweden,7/25/2023,TRUE,FALSE,Sweden,year,89100,
381294,190500,Data Scientist,"Data Scientist (Greater NYC Area, NY)","New York, NY",via Built In NYC,Full-time,FALSE,"New York, United States",5/12/2023,FALSE,FALSE,United States,year,130000,
381615,483,Data Scientist,Sensor and Data Analysis Expert (f/m/div.),"Kusterdingen, Germany",via Ai-Jobs.net,Full-time,FALSE,Germany,5/5/2023,FALSE,FALSE,Germany,year,89100,
383249,66,Data Analyst,AVP KYC Data Analytics & Productivity Analyst - Hybrid,"Tampa, FL",via MyArklaMiss Jobs,Full-time,FALSE,"Florida, United States",7/31/2023,FALSE,FALSE,United States,year,95640,
383328,11972,Data Scientist,Data Scientist,"Los Angeles, CA",via JobServe,Full-time,FALSE,"California, United States",8/8/2023,FALSE,FALSE,United States,year,71500,
385415,188,Senior Data Engineer,Senior Data Engineer,"Melbourne VIC, Australia",via Ai-Jobs.net,Full-time,FALSE,Australia,9/4/2023,FALSE,FALSE,Australia,year,147500,
385636,3099,Senior Data Analyst,Senior Data Analyst,Dubai - United Arab Emirates,via Ai-Jobs.net,Full-time,FALSE,United Arab Emirates,8/15/2023,TRUE,FALSE,United Arab Emirates,year,111175,
385790,27,Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,TRUE,"New York, United States",2/14/2023,FALSE,FALSE,United States,year,150000,
